Accession	Species	Class
SaCD00539873	Streptomyces avermitilis	2
SaCD00539874	Streptomyces avermitilis	2
SaCD00540389	Staphylococcus aureus	2
SaCD00540390	Staphylococcus aureus	2
SaCD00540391	Staphylococcus aureus	2
SaCD00540438	Streptococcus agalactiae	2
SaCD00540439	Streptococcus agalactiae	2
SaCD00540615	Streptococcus agalactiae	2
SaCD00540733	Staphylococcus aureus	2
SaCD00540784	Streptococcus agalactiae	2
SaCD00540785	Streptococcus agalactiae	1
SaCD00540786	Streptococcus agalactiae	2
SaCD00540787	Streptococcus agalactiae	2
SaCD00540788	Streptococcus agalactiae	2
SaCD00546487	Staphylococcus aureus	1
SaCD00584284	Streptococcus agalactiae	1
SaCD00584285	Streptococcus agalactiae	2
SaCD00585190	Streptococcus agalactiae	2
SaCD00588639	Streptococcus agalactiae	2
SaCD00588640	Streptococcus agalactiae	2
SaCD00590186	Streptococcus agalactiae	2
SaCD00590187	Streptococcus agalactiae	1
SaCD00590189	Streptococcus agalactiae	2
SaCD00590190	Streptococcus agalactiae	2
SaCD00590191	Streptococcus agalactiae	2
SaCD00590192	Streptococcus agalactiae	2
SaCD00590193	Streptococcus agalactiae	2
SaCD00590532	Staphylococcus aureus	1
SaCD00591092	Streptococcus agalactiae	2
SaCD00591412	Streptomyces avermitilis	2
SaCD00591413	Streptomyces avermitilis	2
SaCD00591414	Streptomyces avermitilis	2
SaCD00591427	Streptococcus agalactiae	2
SaCD00591428	Streptococcus agalactiae	2
SaCD00591445	Streptococcus agalactiae	2
SaCD00598690	Staphylococcus aureus	1
SaCD00598723	Streptomyces avermitilis	2
SaCD00598757	Streptomyces avermitilis	2
SaCD00626505	Streptococcus agalactiae	2
SaCD00627679	Streptococcus agalactiae	2
SaCD00627715	Streptococcus agalactiae	2
SaCD00627716	Streptococcus agalactiae	2
SaCD00627745	Staphylococcus aureus	2
SaCD00627789	Staphylococcus aureus	2
SaCD00627898	Streptomyces avermitilis	2
SaCD00627899	Streptomyces avermitilis	2
SaCD00627900	Streptomyces avermitilis	1
SaCD00628006	Staphylococcus aureus	2
SaCD00628103	Streptococcus agalactiae	2
SaCD00664240	Staphylococcus aureus	2
SaCD00664241	Staphylococcus aureus	2
SaCD00664242	Staphylococcus aureus	1
SaCD00664243	Staphylococcus aureus	1
SaCD00665951	Staphylococcus aureus	2
SaCD00665995	Staphylococcus aureus	2
SaCD00666005	Staphylococcus aureus	2
SaCD00666033	Staphylococcus aureus	2
SaCD00666034	Staphylococcus aureus	2
SaCD00666037	Staphylococcus aureus	2
SaCD00666069	Streptomyces avermitilis	2
SaCD00666070	Streptomyces avermitilis	2
SaCD00666110	Streptococcus agalactiae	2
SaCD00666111	Streptococcus agalactiae	2
SaCD00666128	Streptococcus agalactiae	2
SaCD00666129	Streptococcus agalactiae	1
SaCD00666225	Streptomyces avermitilis	2
SaCD00666232	Staphylococcus aureus	2
SaCD00670613	Streptococcus agalactiae	2
ScCD00334702	Streptomyces coelicolor	1
ScCD00334893	Streptomyces coelicolor	2
ScCD00334894	Streptomyces coelicolor	2
ScCD00334895	Streptomyces coelicolor	2
ScCD00338265	Streptomyces coelicolor	2
ScCD00338266	Streptomyces coelicolor	2
ScCD00338267	Streptomyces coelicolor	2
ScCD00338748	Salmonella enterica	2
ScCD00338749	Salmonella enterica	2
ScCD00338750	Salmonella enterica	2
ScCD00338753	Salmonella enterica	2
ScCD00338754	Salmonella enterica	2
ScCD00338756	Salmonella enterica	2
ScCD00338758	Salmonella enterica	2
ScCD00338763	Salmonella enterica	2
ScCD00338766	Salmonella enterica	2
ScCD00338770	Salmonella enterica	2
ScCD00338771	Salmonella enterica	1
ScCD00339956	Streptomyces coelicolor	2
ScCD00343479	Streptomyces coelicolor	1
ScCD00344035	Streptomyces coelicolor	2
ScCD00344217	Salmonella enterica	2
ScCD00344218	Salmonella enterica	2
ScCD00344219	Salmonella enterica	2
ScCD00344461	Streptomyces coelicolor	1
ScCD00344462	Streptomyces coelicolor	1
ScCD00344463	Streptomyces coelicolor	1
ScCD00344464	Streptomyces coelicolor	2
ScCD00344487	Streptomyces coelicolor	2
ScCD00344488	Streptomyces coelicolor	2
ScCD00344489	Streptomyces coelicolor	2
ScCD00344490	Streptomyces coelicolor	1
ScCD00384755	Streptomyces coelicolor	2
ScCD00384756	Streptomyces coelicolor	2
ScCD00384757	Streptomyces coelicolor	1
ScCD00384758	Streptomyces coelicolor	2
ScCD00384759	Streptomyces coelicolor	2
ScCD00384760	Streptomyces coelicolor	1
ScCD00384777	Streptomyces coelicolor	2
ScCD00384982	Streptomyces coelicolor	2
ScCD00384984	Streptomyces coelicolor	2
ScCD00384988	Streptomyces coelicolor	2
ScCD00384990	Streptomyces coelicolor	2
ScCD00385043	Salmonella enterica	2
ScCD00385045	Salmonella enterica	2
ScCD00385046	Salmonella enterica	2
ScCD00385049	Salmonella enterica	2
ScCD00385050	Salmonella enterica	2
ScCD00385051	Salmonella enterica	2
ScCD00385053	Salmonella enterica	2
ScCD00385054	Salmonella enterica	2
ScCD00385055	Salmonella enterica	2
ScCD00385058	Salmonella enterica	2
ScCD00422864	Streptomyces coelicolor	2
ScCD00422865	Streptomyces coelicolor	1
ScCD00422866	Streptomyces coelicolor	1
ScCD00422867	Streptomyces coelicolor	1
ScCD00530802	Salmonella enterica	2
ScCD00539755	Streptomyces coelicolor	1
ScCD00539756	Streptomyces coelicolor	1
ScCD00539757	Streptomyces coelicolor	1
ScCD00539759	Streptomyces coelicolor	2
ScCD00539760	Streptomyces coelicolor	1
ScCD00539761	Streptomyces coelicolor	1
ScCD00539762	Streptomyces coelicolor	1
ScCD00539764	Streptomyces coelicolor	1
ScCD00539841	Streptomyces coelicolor	2
ScCD00539842	Streptomyces coelicolor	2
ScCD00539843	Streptomyces coelicolor	1
ScCD00539844	Streptomyces coelicolor	1
ScCD00539845	Streptomyces coelicolor	1
ScCD00539847	Streptomyces coelicolor	2
ScCD00539848	Streptomyces coelicolor	2
ScCD00539886	Streptomyces coelicolor	2
ScCD00539887	Streptomyces coelicolor	2
ScCD00539888	Streptomyces coelicolor	1
ScCD00539889	Streptomyces coelicolor	1
ScCD00539890	Streptomyces coelicolor	1
ScCD00539891	Streptomyces coelicolor	2
ScCD00539996	Salmonella enterica	2
ScCD00590325	Streptomyces coelicolor	1
ScCD00591481	Streptomyces coelicolor	2
ScCD00591482	Streptomyces coelicolor	2
ScCD00591483	Streptomyces coelicolor	2
ScCD00596654	Saccharomyces cerevisiae	1
ScCD00596655	Saccharomyces cerevisiae	1
ScCD00596659	Saccharomyces cerevisiae	1
ScCD00596660	Saccharomyces cerevisiae	1
ScCD00596661	Saccharomyces cerevisiae	1
ScCD00596662	Saccharomyces cerevisiae	2
ScCD00596663	Saccharomyces cerevisiae	1
ScCD00596664	Saccharomyces cerevisiae	1
ScCD00596665	Saccharomyces cerevisiae	1
ScCD00596666	Saccharomyces cerevisiae	1
ScCD00596667	Saccharomyces cerevisiae	1
ScCD00596668	Saccharomyces cerevisiae	2
ScCD00596669	Saccharomyces cerevisiae	1
ScCD00596671	Saccharomyces cerevisiae	1
ScCD00596672	Saccharomyces cerevisiae	1
ScCD00600586	Saccharomyces cerevisiae	1
ScCD00626351	Streptomyces coelicolor	2
ScCD00626353	Streptomyces coelicolor	2
ScCD00627731	Streptomyces coelicolor	2
ScCD00627980	Streptomyces coelicolor	2
ScCD00651011	Saccharomyces cerevisiae	2
ScCD00651012	Saccharomyces cerevisiae	2
ScCD00651013	Saccharomyces cerevisiae	2
ScCD00651014	Saccharomyces cerevisiae	1
ScCD00651015	Saccharomyces cerevisiae	1
ScCD00651016	Saccharomyces cerevisiae	1
ScCD00664237	Saccharomyces cerevisiae	2
ScCD00664238	Saccharomyces cerevisiae	2
ScCD00664239	Saccharomyces cerevisiae	2
ScCD00665733	Salmonella choleraesuis	1
ScCD00665734	Salmonella choleraesuis	2
ScCD00666026	Streptomyces coelicolor	2
SeCD00330993	Salmonella enterica	2
SeCD00330994	Salmonella enterica	2
SeCD00331059	Synechococcus elongatus	2
SeCD00331060	Synechococcus elongatus	1
SeCD00331063	Synechococcus elongatus	1
SeCD00331064	Synechococcus elongatus	2
SeCD00331067	Synechococcus elongatus	1
SeCD00331069	Synechococcus elongatus	2
SeCD00331665	Salmonella enterica	2
SeCD00331711	Synechococcus elongatus	2
SeCD00338342	Salmonella enterica	1
SeCD00338343	Salmonella enterica	2
SeCD00339137	Synechococcus elongatus	2
SeCD00339138	Synechococcus elongatus	1
SeCD00339139	Synechococcus elongatus	2
SeCD00339140	Synechococcus elongatus	2
SeCD00339142	Synechococcus elongatus	2
SeCD00339144	Synechococcus elongatus	2
SeCD00339145	Synechococcus elongatus	2
SeCD00339146	Synechococcus elongatus	1
SeCD00339148	Synechococcus elongatus	2
SeCD00339149	Synechococcus elongatus	2
SeCD00339152	Synechococcus elongatus	2
SeCD00339153	Synechococcus elongatus	2
SeCD00339154	Synechococcus elongatus	2
SeCD00339155	Synechococcus elongatus	1
SeCD00339168	Salmonella enterica	2
SeCD00339169	Salmonella enterica	1
SeCD00339170	Salmonella enterica	2
SeCD00339171	Salmonella enterica	1
SeCD00339172	Salmonella enterica	2
SeCD00339173	Salmonella enterica	1
SeCD00339174	Salmonella enterica	2
SeCD00339175	Salmonella enterica	2
SeCD00339176	Salmonella enterica	1
SeCD00339177	Salmonella enterica	1
SeCD00339722	Staphylococcus epidermidis	2
SeCD00340048	Synechococcus elongatus	1
SeCD00340049	Synechococcus elongatus	2
SeCD00340067	Synechococcus elongatus	2
SeCD00340093	Synechococcus elongatus	1
SeCD00340094	Synechococcus elongatus	2
SeCD00340097	Synechococcus elongatus	2
SeCD00340098	Synechococcus elongatus	2
SeCD00340099	Synechococcus elongatus	2
SeCD00341347	Synechococcus elongatus	1
SeCD00341348	Synechococcus elongatus	1
SeCD00341430	Synechococcus elongatus	2
SeCD00341432	Synechococcus elongatus	2
SeCD00341435	Synechococcus elongatus	2
SeCD00341436	Synechococcus elongatus	2
SeCD00341437	Synechococcus elongatus	1
SeCD00341438	Synechococcus elongatus	1
SeCD00341439	Synechococcus elongatus	1
SeCD00342691	Staphylococcus epidermidis	2
SeCD00342692	Staphylococcus epidermidis	1
SeCD00342693	Staphylococcus epidermidis	2
SeCD00343498	Salmonella enterica	2
SeCD00343499	Salmonella enterica	1
SeCD00343500	Salmonella enterica	2
SeCD00343503	Salmonella enterica	2
SeCD00343557	Salmonella enterica	1
SeCD00343910	Salmonella enterica	2
SeCD00343914	Salmonella enterica	2
SeCD00343916	Salmonella enterica	1
SeCD00343917	Salmonella enterica	2
SeCD00343918	Salmonella enterica	2
SeCD00343949	Staphylococcus epidermidis	1
SeCD00343950	Staphylococcus epidermidis	1
SeCD00343952	Staphylococcus epidermidis	1
SeCD00343953	Staphylococcus epidermidis	2
SeCD00344033	Staphylococcus epidermidis	2
SeCD00344213	Staphylococcus epidermidis	2
SeCD00344215	Staphylococcus epidermidis	2
SeCD00344216	Staphylococcus epidermidis	2
SeCD00344748	Synechococcus elongatus	2
SeCD00385362	Staphylococcus epidermidis	1
SeCD00385363	Staphylococcus epidermidis	1
SeCD00385601	Staphylococcus epidermidis	2
SeCD00385602	Staphylococcus epidermidis	2
SeCD00385603	Staphylococcus epidermidis	2
SeCD00422892	Synechococcus elongatus	2
SeCD00422893	Synechococcus elongatus	2
SeCD00422904	Synechococcus elongatus	1
SeCD00422905	Synechococcus elongatus	1
SeCD00422906	Synechococcus elongatus	2
SeCD00422924	Synechococcus elongatus	2
SeCD00422930	Synechococcus elongatus	2
SeCD00422950	Salmonella enterica	2
SeCD00422964	Staphylococcus epidermidis	2
SeCD00423050	Staphylococcus epidermidis	2
SeCD00530846	Staphylococcus epidermidis	2
SeCD00531028	Salmonella enterica	2
SeCD00531029	Salmonella enterica	2
SeCD00531030	Salmonella enterica	2
SeCD00531210	Staphylococcus epidermidis	2
SeCD00531974	Synechococcus elongatus	1
SeCD00531975	Synechococcus elongatus	2
SeCD00531977	Synechococcus elongatus	2
SeCD00535929	Synechococcus elongatus	2
SeCD00535938	Staphylococcus epidermidis	2
SeCD00535982	Salmonella enterica	2
SeCD00536108	Staphylococcus epidermidis	1
SeCD00536109	Staphylococcus epidermidis	1
SeCD00536110	Staphylococcus epidermidis	1
SeCD00536287	Staphylococcus epidermidis	1
SeCD00536393	Staphylococcus epidermidis	2
SeCD00536484	Synechococcus elongatus	2
SeCD00539974	Synechococcus elongatus	1
SeCD00539975	Synechococcus elongatus	1
SeCD00540074	Synechococcus elongatus	2
SeCD00540075	Synechococcus elongatus	2
SeCD00540076	Synechococcus elongatus	2
SeCD00540077	Synechococcus elongatus	2
SeCD00540079	Salmonella enterica	2
SeCD00540080	Salmonella enterica	1
SeCD00540081	Salmonella enterica	2
SeCD00540082	Salmonella enterica	2
SeCD00540436	Staphylococcus epidermidis	2
SeCD00540437	Staphylococcus epidermidis	2
SeCD00540497	Synechococcus elongatus	2
SeCD00540731	Staphylococcus epidermidis	2
SeCD00540732	Staphylococcus epidermidis	2
SeCD00541058	Synechococcus elongatus	2
SeCD00541059	Synechococcus elongatus	2
SeCD00541060	Synechococcus elongatus	2
SeCD00541061	Synechococcus elongatus	2
SeCD00541062	Synechococcus elongatus	2
SeCD00541063	Synechococcus elongatus	2
SeCD00541064	Synechococcus elongatus	2
SeCD00584277	Staphylococcus epidermidis	2
SeCD00584278	Staphylococcus epidermidis	1
SeCD00584280	Staphylococcus epidermidis	2
SeCD00584281	Staphylococcus epidermidis	1
SeCD00584282	Staphylococcus epidermidis	2
SeCD00584283	Staphylococcus epidermidis	1
SeCD00590174	Staphylococcus epidermidis	1
SeCD00590175	Staphylococcus epidermidis	1
SeCD00590177	Staphylococcus epidermidis	2
SeCD00590178	Staphylococcus epidermidis	1
SeCD00590179	Staphylococcus epidermidis	1
SeCD00590180	Staphylococcus epidermidis	2
SeCD00590182	Staphylococcus epidermidis	2
SeCD00590183	Staphylococcus epidermidis	2
SeCD00590184	Staphylococcus epidermidis	1
SeCD00590185	Staphylococcus epidermidis	2
SeCD00590194	Staphylococcus epidermidis	2
SeCD00590477	Staphylococcus epidermidis	2
SeCD00591274	Synechococcus elongatus	1
SeCD00591275	Synechococcus elongatus	2
SeCD00591276	Synechococcus elongatus	2
SeCD00598796	Staphylococcus epidermidis	1
SeCD00627770	Synechococcus elongatus	2
SeCD00627869	Staphylococcus epidermidis	2
SeCD00627943	Synechococcus elongatus	2
SeCD00627962	Staphylococcus epidermidis	2
SeCD00628018	Synechococcus elongatus	2
SeCD00665891	Staphylococcus epidermidis	2
SeCD00665892	Staphylococcus epidermidis	2
SeCD00665894	Staphylococcus epidermidis	2
SeCD00666072	Staphylococcus epidermidis	2
SeCD00666075	Staphylococcus epidermidis	2
SeCD00666107	Staphylococcus epidermidis	1
SeCD00670612	Staphylococcus epidermidis	2
SfCD00331668	Shigella flexneri	2
SfCD00331669	Shigella flexneri	2
SfCD00331709	Shigella flexneri	2
SfCD00338664	Shigella flexneri	2
SfCD00338666	Shigella flexneri	2
SfCD00338667	Shigella flexneri	2
SfCD00338668	Shigella flexneri	1
SfCD00338671	Shigella flexneri	2
SfCD00338673	Shigella flexneri	1
SfCD00338674	Shigella flexneri	2
SfCD00338676	Shigella flexneri	2
SfCD00338677	Shigella flexneri	2
SfCD00338679	Shigella flexneri	2
SfCD00338680	Shigella flexneri	1
SfCD00338683	Shigella flexneri	2
SfCD00338684	Shigella flexneri	2
SfCD00339969	Shigella flexneri	2
SfCD00342606	Shigella flexneri	2
SfCD00342608	Shigella flexneri	2
SfCD00342609	Shigella flexneri	2
SfCD00342611	Shigella flexneri	2
SfCD00342612	Shigella flexneri	2
SfCD00342613	Shigella flexneri	2
SfCD00342614	Shigella flexneri	2
SfCD00343506	Shigella flexneri	2
SfCD00344436	Shigella flexneri	2
SfCD00344437	Shigella flexneri	1
SfCD00344438	Shigella flexneri	1
SfCD00344439	Shigella flexneri	2
SfCD00344440	Shigella flexneri	2
SfCD00344441	Shigella flexneri	2
SfCD00344442	Shigella flexneri	2
SfCD00344558	Shigella flexneri	1
SfCD00344607	Shigella flexneri	1
SfCD00344608	Shigella flexneri	1
SfCD00344609	Shigella flexneri	1
SfCD00344611	Shigella flexneri	2
SfCD00344614	Shigella flexneri	2
SfCD00344615	Shigella flexneri	2
SfCD00344616	Shigella flexneri	2
SfCD00344617	Shigella flexneri	2
SfCD00344619	Shigella flexneri	2
SfCD00344621	Shigella flexneri	2
SfCD00344622	Shigella flexneri	2
SfCD00344624	Shigella flexneri	2
SfCD00344629	Shigella flexneri	2
SfCD00344631	Shigella flexneri	1
SfCD00344633	Shigella flexneri	2
SfCD00344634	Shigella flexneri	2
SfCD00344635	Shigella flexneri	2
SfCD00384930	Shigella flexneri	2
SfCD00384932	Shigella flexneri	1
SfCD00384934	Shigella flexneri	2
SfCD00384935	Shigella flexneri	2
SfCD00384936	Shigella flexneri	2
SfCD00384937	Shigella flexneri	2
SfCD00384938	Shigella flexneri	2
SfCD00384939	Shigella flexneri	2
SfCD00384940	Shigella flexneri	2
SfCD00384941	Shigella flexneri	2
SfCD00384942	Shigella flexneri	2
SfCD00384943	Shigella flexneri	2
SfCD00384944	Shigella flexneri	2
SfCD00384945	Shigella flexneri	2
SfCD00384946	Shigella flexneri	2
SfCD00384947	Shigella flexneri	2
SfCD00384948	Shigella flexneri	2
SfCD00423460	Shigella flexneri	2
SfCD00423461	Shigella flexneri	2
SfCD00530925	Shigella flexneri	2
SfCD00530926	Shigella flexneri	2
SfCD00531027	Shigella flexneri	2
SfCD00531279	Shigella flexneri	1
SfCD00536285	Shigella flexneri	1
SfCD00536286	Shigella flexneri	1
SfCD00536368	Shigella flexneri	1
SfCD00539619	Shigella flexneri	1
SfCD00539620	Shigella flexneri	2
SfCD00540009	Shigella flexneri	2
SfCD00540011	Shigella flexneri	2
SfCD00540117	Shigella flexneri	2
SfCD00540119	Shigella flexneri	2
SfCD00540122	Shigella flexneri	2
SfCD00585205	Shigella flexneri	2
SfCD00590167	Shigella flexneri	2
SfCD00590168	Shigella flexneri	2
SfCD00590169	Shigella flexneri	2
SfCD00590170	Shigella flexneri	1
SfCD00590171	Shigella flexneri	2
SfCD00590172	Shigella flexneri	1
SfCD00590173	Shigella flexneri	2
SfCD00590196	Shigella flexneri	1
SfCD00590344	Shigella flexneri	2
SfCD00590345	Shigella flexneri	2
SfCD00590346	Shigella flexneri	2
SfCD00598742	Shigella flexneri	1
SfCD00598860	Shigella flexneri	1
SfCD00605595	Shigella flexneri	1
SfCD00626493	Shigella flexneri	2
SfCD00665960	Shigella flexneri	2
SfCD00666139	Shigella flexneri	2
SfCD00666140	Shigella flexneri	2
SfCD00666187	Shigella flexneri	2
ShCD00330995	Staphylococcus haemolyticus	2
ShCD00330996	Staphylococcus haemolyticus	2
ShCD00330997	Staphylococcus haemolyticus	2
ShCD00330998	Staphylococcus haemolyticus	2
ShCD00331000	Staphylococcus haemolyticus	2
ShCD00331001	Staphylococcus haemolyticus	1
ShCD00331666	Staphylococcus haemolyticus	1
ShCD00331667	Staphylococcus haemolyticus	2
ShCD00334987	Staphylococcus haemolyticus	2
ShCD00339179	Staphylococcus haemolyticus	2
ShCD00339180	Staphylococcus haemolyticus	2
ShCD00339181	Staphylococcus haemolyticus	1
ShCD00339182	Staphylococcus haemolyticus	1
ShCD00340051	Staphylococcus haemolyticus	2
ShCD00340068	Staphylococcus haemolyticus	2
ShCD00340069	Staphylococcus haemolyticus	2
ShCD00341340	Staphylococcus haemolyticus	2
ShCD00341341	Staphylococcus haemolyticus	2
ShCD00341343	Staphylococcus haemolyticus	1
ShCD00422894	Staphylococcus haemolyticus	1
ShCD00422895	Staphylococcus haemolyticus	2
ShCD00423078	Staphylococcus haemolyticus	2
ShCD00530905	Staphylococcus haemolyticus	2
ShCD00531023	Staphylococcus haemolyticus	2
ShCD00535932	Staphylococcus haemolyticus	2
ShCD00535933	Staphylococcus haemolyticus	2
ShCD00535934	Staphylococcus haemolyticus	2
ShCD00535936	Staphylococcus haemolyticus	2
ShCD00539621	Staphylococcus haemolyticus	2
ShCD00539622	Staphylococcus haemolyticus	2
ShCD00540103	Staphylococcus haemolyticus	2
ShCD00540104	Staphylococcus haemolyticus	1
ShCD00540106	Staphylococcus haemolyticus	2
ShCD00540107	Staphylococcus haemolyticus	2
ShCD00540108	Staphylococcus haemolyticus	2
ShCD00540109	Staphylococcus haemolyticus	1
ShCD00540111	Staphylococcus haemolyticus	2
ShCD00540112	Staphylococcus haemolyticus	2
ShCD00540254	Staphylococcus haemolyticus	2
ShCD00540498	Staphylococcus haemolyticus	2
ShCD00540602	Staphylococcus haemolyticus	2
ShCD00540603	Staphylococcus haemolyticus	2
ShCD00590323	Staphylococcus haemolyticus	2
ShCD00590324	Staphylococcus haemolyticus	2
ShCD00627917	Staphylococcus haemolyticus	2
ShCD00665859	Staphylococcus haemolyticus	1
ShCD00665860	Staphylococcus haemolyticus	2
SlCD00665327	Solanum lycopersicum	2
SmCD00330991	Streptococcus mutans	1
SmCD00330992	Streptococcus mutans	2
SmCD00331940	Sinorhizobium meliloti	2
SmCD00336881	Streptococcus mutans	2
SmCD00336882	Streptococcus mutans	2
SmCD00336883	Streptococcus mutans	2
SmCD00339156	Streptococcus mutans	2
SmCD00339157	Streptococcus mutans	2
SmCD00339158	Streptococcus mutans	2
SmCD00339159	Streptococcus mutans	2
SmCD00339160	Streptococcus mutans	2
SmCD00339161	Streptococcus mutans	2
SmCD00339162	Streptococcus mutans	2
SmCD00339163	Streptococcus mutans	2
SmCD00339164	Streptococcus mutans	2
SmCD00339165	Streptococcus mutans	2
SmCD00339166	Streptococcus mutans	1
SmCD00339167	Streptococcus mutans	1
SmCD00339720	Streptococcus mutans	2
SmCD00340050	Streptococcus mutans	1
SmCD00341339	Streptococcus mutans	1
SmCD00343694	Streptococcus mutans	2
SmCD00344032	Streptococcus mutans	2
SmCD00429628	Streptococcus mutans	1
SmCD00535930	Streptococcus mutans	2
SmCD00535980	Streptococcus mutans	1
SmCD00535981	Streptococcus mutans	2
SmCD00539623	Streptococcus mutans	2
SmCD00540442	Streptococcus mutans	2
SmCD00540443	Streptococcus mutans	1
SmCD00584431	Staphylothermus marinus F1	1
SmCD00584432	Staphylothermus marinus F1	1
SmCD00584433	Staphylothermus marinus F1	1
SmCD00584434	Staphylothermus marinus F1	1
SmCD00584435	Staphylothermus marinus F1	1
SmCD00584437	Staphylothermus marinus F1	1
SmCD00584438	Staphylothermus marinus F1	1
SmCD00584439	Staphylothermus marinus F1	2
SmCD00584440	Staphylothermus marinus F1	1
SmCD00591277	Streptococcus mutans	2
SmCD00591278	Streptococcus mutans	2
SmCD00591480	Streptococcus mutans	2
SmCD00591546	Streptococcus mutans	2
SmCD00596647	Sinorhizobium meliloti	2
SmCD00596648	Sinorhizobium meliloti	2
SmCD00596652	Sinorhizobium meliloti	2
SmCD00596653	Sinorhizobium meliloti	2
SmCD00628004	Staphylothermus marinus F1	2
SoCD00331039	Shewanella oneidensis	2
SoCD00331040	Shewanella oneidensis	2
SoCD00331663	Shewanella oneidensis	1
SoCD00334741	Shewanella oneidensis	1
SoCD00334743	Shewanella oneidensis	2
SoCD00334744	Shewanella oneidensis	1
SoCD00334745	Shewanella oneidensis	2
SoCD00338305	Shewanella oneidensis	1
SoCD00338306	Shewanella oneidensis	1
SoCD00338307	Shewanella oneidensis	1
SoCD00338340	Shewanella oneidensis	2
SoCD00338341	Shewanella oneidensis	2
SoCD00339338	Shewanella oneidensis	1
SoCD00339339	Shewanella oneidensis	2
SoCD00339340	Shewanella oneidensis	2
SoCD00339717	Shewanella oneidensis	1
SoCD00339718	Shewanella oneidensis	2
SoCD00339719	Shewanella oneidensis	1
SoCD00340003	Shewanella oneidensis	1
SoCD00340005	Shewanella oneidensis	1
SoCD00340006	Shewanella oneidensis	1
SoCD00340007	Shewanella oneidensis	2
SoCD00340009	Shewanella oneidensis	2
SoCD00340011	Shewanella oneidensis	1
SoCD00340012	Shewanella oneidensis	2
SoCD00340014	Shewanella oneidensis	1
SoCD00340015	Shewanella oneidensis	2
SoCD00340017	Shewanella oneidensis	1
SoCD00340018	Shewanella oneidensis	1
SoCD00340020	Shewanella oneidensis	1
SoCD00340021	Shewanella oneidensis	2
SoCD00340022	Shewanella oneidensis	2
SoCD00340023	Shewanella oneidensis	1
SoCD00340024	Shewanella oneidensis	2
SoCD00340025	Shewanella oneidensis	2
SoCD00340028	Shewanella oneidensis	1
SoCD00340029	Shewanella oneidensis	1
SoCD00340030	Shewanella oneidensis	1
SoCD00340031	Shewanella oneidensis	1
SoCD00340032	Shewanella oneidensis	2
SoCD00340033	Shewanella oneidensis	2
SoCD00340087	Shewanella oneidensis	2
SoCD00340088	Shewanella oneidensis	2
SoCD00340089	Shewanella oneidensis	2
SoCD00340091	Shewanella oneidensis	2
SoCD00342617	Shewanella oneidensis	2
SoCD00342618	Shewanella oneidensis	2
SoCD00342620	Shewanella oneidensis	2
SoCD00342621	Shewanella oneidensis	2
SoCD00342622	Shewanella oneidensis	1
SoCD00342927	Shewanella oneidensis	2
SoCD00342928	Shewanella oneidensis	2
SoCD00342929	Shewanella oneidensis	2
SoCD00342930	Shewanella oneidensis	2
SoCD00342931	Shewanella oneidensis	1
SoCD00342932	Shewanella oneidensis	2
SoCD00342933	Shewanella oneidensis	2
SoCD00342934	Shewanella oneidensis	2
SoCD00342936	Shewanella oneidensis	2
SoCD00342937	Shewanella oneidensis	1
SoCD00342938	Shewanella oneidensis	2
SoCD00342939	Shewanella oneidensis	2
SoCD00342940	Shewanella oneidensis	2
SoCD00342942	Shewanella oneidensis	2
SoCD00342943	Shewanella oneidensis	2
SoCD00342944	Shewanella oneidensis	2
SoCD00342945	Shewanella oneidensis	2
SoCD00342946	Shewanella oneidensis	2
SoCD00342947	Shewanella oneidensis	2
SoCD00342948	Shewanella oneidensis	2
SoCD00342949	Shewanella oneidensis	2
SoCD00342950	Shewanella oneidensis	2
SoCD00342951	Shewanella oneidensis	2
SoCD00342952	Shewanella oneidensis	1
SoCD00342953	Shewanella oneidensis	2
SoCD00342954	Shewanella oneidensis	2
SoCD00342957	Shewanella oneidensis	2
SoCD00343496	Shewanella oneidensis	1
SoCD00343497	Shewanella oneidensis	2
SoCD00343543	Shewanella oneidensis	1
SoCD00344136	Shewanella oneidensis	2
SoCD00344137	Shewanella oneidensis	2
SoCD00423149	Shewanella oneidensis	1
SoCD00423150	Shewanella oneidensis	1
SoCD00423151	Shewanella oneidensis	2
SoCD00423152	Shewanella oneidensis	2
SoCD00423153	Shewanella oneidensis	1
SoCD00530988	Shewanella oneidensis	2
SoCD00531152	Shewanella oneidensis	1
SoCD00531153	Shewanella oneidensis	1
SoCD00531154	Shewanella oneidensis	2
SoCD00531155	Shewanella oneidensis	2
SoCD00531161	Shewanella oneidensis	2
SoCD00531972	Shewanella oneidensis	2
SoCD00531973	Shewanella oneidensis	2
SoCD00535976	Shewanella oneidensis	1
SoCD00535977	Shewanella oneidensis	1
SoCD00535978	Shewanella oneidensis	1
SoCD00535979	Shewanella oneidensis	1
SoCD00539624	Shewanella oneidensis	2
SoCD00539671	Shewanella oneidensis	1
SoCD00539673	Shewanella oneidensis	1
SoCD00539674	Shewanella oneidensis	2
SoCD00540012	Shewanella oneidensis	2
SoCD00540013	Shewanella oneidensis	2
SoCD00540070	Shewanella oneidensis	2
SoCD00540071	Shewanella oneidensis	1
SoCD00540072	Shewanella oneidensis	2
SoCD00540815	Shewanella oneidensis	2
SoCD00540816	Shewanella oneidensis	2
SoCD00540817	Shewanella oneidensis	1
SoCD00540818	Shewanella oneidensis	2
SoCD00540820	Shewanella oneidensis	2
